LotArea,OverallQual,YearBuilt,GrLivArea,TotBath,BedroomAbvGr,Fireplace,SalePrice
9600,6,1958,1632,3,3,Yes,139000
12400,6,1958,1215,1,3,No,155000
8750,5,1956,1202,1.5,3,No,120000
8750,5,1955,1382,1.5,3,No,153000
10400,4,1956,1200,2,3,Yes,144000
19296,6,1962,1382,2,3,Yes,176000
8532,5,1954,1297,1.5,3,Yes,153000
9482,5,1958,1866,2,4,No,135000
8128,6,1954,1062,2,3,No,131000
10634,5,1953,1319,2,3,No,123000
13070,5,1951,1112,1,2,No,126000
10434,4,1955,1005,1,2,Yes,115000
14559,5,1951,1363,2,2,Yes,164900
8480,5,1945,793,2,2,No,113000
7626,5,1952,1031,2,2,No,145500
9533,5,1953,1210,1.5,2,No,102900
10615,3,1900,1699,3,3,No,95000
11419,7,1948,1527,2.5,3,Yes,152500
9600,5,1950,1200,1,3,No,129900
8000,6,1948,972,2,2,Yes,132000
5470,3,1958,792,1,2,No,99900
10410,5,1916,1656,2.5,3,No,135000
10800,5,1939,1352,2.5,4,No,149000
8146,4,1900,1039,1,2,No,114000
9022,5,1924,792,1,2,No,109500
10230,5,1925,1078,1,3,No,125000
10410,4,1915,2377,2,3,Yes,142900
7200,7,1910,1690,2,4,No,156500
5400,2,1940,599,2,2,No,59000
5400,4,1920,1374,1,2,No,105000
10800,5,1920,846,1,2,No,106000
10800,3,1890,725,1.5,1,No,78500
9671,6,1969,2544,3,6,No,190000
10143,6,1963,1380,1.5,3,No,154000
11500,6,1967,1040,2,3,Yes,163000
11643,5,1969,2634,4.5,6,No,200000
8010,6,1958,951,2,2,No,143500
10454,6,1957,1105,1,3,No,135000
8712,5,1957,1306,2,2,No,153000
17600,6,1960,1478,3,3,Yes,157500
9000,6,1958,1142,1,2,Yes,113500
12144,5,1949,1268,1,3,Yes,133000
8544,3,1950,1040,2,2,No,92900
8064,6,1950,1133,1,3,No,128500
7200,4,1949,1040,2,2,No,90000
7200,5,1950,1904,2.5,3,No,138000
7350,5,1958,1041,1,3,No,128000
7560,5,1958,1339,1,3,No,139000
7200,5,1952,732,2,2,No,118900
8000,5,1959,1183,2,3,No,138000
7931,5,1959,1148,2,3,No,132500
10800,4,1949,1461,2,4,No,133500
8064,6,1948,1495,1,3,No,135000
7570,6,1964,1806,1.5,4,No,144750
8604,5,1978,941,2,2,No,145000
7936,6,1963,1045,2,3,Yes,127000
6600,5,1962,894,1,2,No,109500
3950,6,1926,1224,1,3,No,115000
10440,5,1910,1230,1.5,2,No,110000
4080,6,1935,1378,1,3,No,128900
10307,6,1910,1944,3,4,No,103500
5720,5,1941,1131,1.5,3,No,66500
15660,5,1910,1306,1.5,3,No,130000
9900,5,1910,1464,2,3,No,129000
6406,5,1939,1558,1.5,3,Yes,150000
6600,5,1892,2372,2,4,No,107500
7627,4,1920,1701,2,4,No,94550
7596,5,1952,1960,2,4,No,124500
3378,7,1946,1389,1.5,3,Yes,135000
10134,5,1910,1447,1,3,No,103000
6000,4,1953,936,1,2,No,93000
6000,5,1950,1328,1.5,3,No,129500
6000,5,1954,1387,2,3,No,93000
7404,4,1920,861,1,2,No,80000
5925,2,1940,612,1,1,No,45000
5925,3,1910,968,1,2,No,37900
5784,5,1938,886,1,2,No,91300
8520,5,1923,792,1,2,No,99500
4456,4,1920,1452,2,2,No,113000
9600,4,1910,1510,2,3,No,87500
3500,5,1947,1284,1.5,2,No,110000
8100,5,1898,2138,2,2,No,106000
11700,7,1880,2640,1.5,4,Yes,265979
8400,6,1900,2007,2,3,No,160000
3600,6,1917,1288,2,3,Yes,119000
17671,8,1882,1742,1.5,4,Yes,168000
3300,4,1910,816,1,2,Yes,58500
9000,7,1920,1482,1.5,3,No,143000
7200,5,1910,1022,2,2,No,85000
8820,5,1890,1869,1,2,No,124900
5400,6,1920,1480,1,3,No,119000
9720,6,1910,1521,1,4,No,146500
7879,4,1920,720,1,2,No,34900
9392,3,1900,797,1,2,No,44000
21384,5,1923,1576,3.5,3,Yes,223500
6615,6,1923,1432,1,3,Yes,149000
7264,7,1925,1548,2.5,3,No,205000
4960,5,1930,1654,2,3,Yes,137000
8854,6,1916,952,1,2,Yes,121000
6000,4,1936,1324,1,3,No,128000
6000,6,1937,1176,1,2,No,134900
6000,5,1925,1348,2,3,Yes,117000
6000,6,1939,1412,1,4,Yes,132500
6000,5,1924,1142,1,3,No,93000
6000,6,1926,904,1,2,No,119000
6911,5,1924,1301,1,2,No,100000
6120,5,1936,1539,1.5,3,No,141500
6120,4,1935,1573,1,3,No,133000
6120,2,1936,800,1,1,Yes,60000
6120,5,1931,875,2,2,No,105000
6120,5,1925,995,1,2,No,115000
6120,5,1938,1582,2,3,Yes,150000
8635,5,1925,1072,2,2,No,126500
11888,6,1916,2134,2,5,No,214500
11414,7,1910,2019,1,3,No,167500
8094,6,1915,1768,2,3,No,155000
2500,7,1915,1826,2.5,4,Yes,155000
9928,7,1915,1944,2,3,No,179900
5520,6,1912,2229,1,5,No,104000
3000,5,1922,2128,2,4,No,62500
6876,6,1927,1930,3,4,No,149000
6240,4,1925,1208,1,2,No,103000
5775,6,1915,1427,1,3,No,123000
5852,7,1902,1864,2.5,6,No,97500
5160,6,1927,1666,1,3,No,135000
5160,4,1923,892,2,1,No,70000
10320,6,1915,1403,2.5,3,No,116000
4280,4,1946,704,1.5,2,No,88750
10800,5,1987,1200,6,3,No,179000
10800,5,1987,1200,6,3,No,179000
10547,5,1978,1152,4,2,No,159900
10020,1,1922,904,1.5,1,No,61000
6629,6,1925,1369,3,3,No,103600
9780,5,1934,1112,3,4,No,63000
12886,5,1963,1464,2.5,3,Yes,175000
8816,5,1963,1121,2,3,No,139000
11184,6,1978,1683,2.5,3,Yes,172500
11625,5,1967,1052,1.5,3,Yes,113500
7800,5,1967,899,1,3,No,130000
8014,6,1978,1034,1.5,3,Yes,149900
7252,5,1982,858,2,2,No,134900
8740,5,1982,860,2,2,No,137000
11616,5,1962,1092,1.5,3,Yes,139000
15400,5,1961,1774,2,4,Yes,165000
15312,6,1960,1138,1.5,3,Yes,148000
15584,5,1956,2071,2,4,Yes,165000
9000,2,1947,660,1,2,No,63900
11250,4,1957,1788,2,5,Yes,161500
25095,5,1968,1473,3,1,Yes,143000
17140,4,1956,1229,1,3,No,135000
12342,4,1940,861,1,1,No,82500
10708,5,1955,1867,2,2,Yes,190000
13680,3,1955,1733,2,4,Yes,139600
15635,4,1954,1383,1,2,No,122000
9855,6,1956,1689,1,3,Yes,127500
9571,5,1956,1073,2,2,No,121500
9571,5,1958,1276,1,3,No,60000
9350,6,1946,1639,1.5,3,Yes,154400
9340,4,1941,672,2,2,No,113000
7440,5,1954,1089,2,3,Yes,125000
11500,4,1957,845,1,3,No,84000
4235,5,1984,1049,3,2,No,139500
11409,5,1949,1716,1.5,3,Yes,131000
9060,6,1939,1258,1,2,No,105000
9084,4,1940,1510,2,4,Yes,108000
10778,7,1990,1061,2.5,1,No,162000
19255,6,1983,1338,1.5,2,Yes,156500
12327,8,1983,2132,2.5,1,Yes,316600
14684,7,1990,2196,2,3,Yes,271900
9317,7,1993,1775,3.5,3,Yes,213000
10560,7,1993,1879,3.5,3,Yes,239900
9828,8,1995,2020,2.5,3,Yes,239500
26400,5,1880,2016,1,4,Yes,131000
7018,5,1979,1535,2,4,No,118964
7018,5,1979,1224,3,2,Yes,153337
7018,5,1979,2228,2,6,No,147983
7018,5,1979,1535,2,4,No,118858
7018,5,1979,1535,2,4,No,118858
7018,5,1979,2240,2,6,No,142953
7040,5,1979,1229,3,2,Yes,148325
7007,5,1979,1513,2,4,No,113722
11855,7,2000,2787,7,6,Yes,269500
7939,7,2000,2787,7,6,Yes,269500
7976,7,2000,2787,7,6,Yes,269500
10933,9,2009,1680,2.5,1,Yes,323262
10637,8,2007,1718,3,3,Yes,297000
10226,8,2008,1630,3,3,Yes,295493
10816,9,2008,1720,3,3,Yes,332000
9178,8,2008,1468,2,3,Yes,239900
10769,8,2007,1768,2.5,3,No,212000
11422,8,2007,1838,3,3,Yes,272500
11923,9,2007,1800,2,2,No,239000
8814,7,2006,1604,3.5,3,Yes,220000
6762,7,2007,1290,3,2,Yes,200000
10324,8,2008,1254,3,2,No,221800
7314,7,2007,1232,3,2,No,194500
11645,8,2005,1498,2,3,Yes,237000
11646,6,2005,1422,2.5,3,Yes,173000
12800,7,1989,1644,3.5,2,Yes,275000
16698,7,1992,1759,3.5,3,Yes,233500
28698,5,1967,2126,3,3,No,185000
12464,5,1996,1040,2,3,No,152000
9757,5,1994,990,2,3,No,143000
15426,6,1997,1764,3.5,3,No,231500
10667,7,1996,1661,3.5,3,Yes,212000
14753,7,1998,1463,3,3,No,207000
10859,5,1994,1097,1.5,3,No,145000
8072,5,1994,990,2,3,No,138000
10400,7,1998,1779,2.5,3,No,197900
10335,7,1999,1501,3,3,No,204000
9017,7,1999,1431,3,3,No,192000
8750,6,1998,1772,3.5,3,Yes,200000
8935,7,2002,1660,2.5,3,No,195000
9808,7,2002,1573,3,3,No,227000
12420,7,2001,1840,3.5,3,No,230000
16285,7,2001,1430,2,3,No,187100
10739,7,2002,1444,3,3,No,203000
11166,7,2001,1492,2,3,Yes,201000
8430,5,1978,1040,2,3,No,124000
16269,5,1978,907,1,3,No,140000
6950,5,1979,914,2,2,No,134900
8800,5,1977,1040,2,3,No,150500
7000,5,1978,864,2,3,No,136500
9286,5,1977,1268,1.5,3,No,143500
15523,5,1972,864,2,3,Yes,133500
7200,5,1972,894,1,2,No,123000
7200,5,1972,768,1.5,2,No,133900
8445,5,1972,768,2,2,No,133000
11664,7,2002,1611,3,3,No,250000
12334,8,2003,2184,2.5,4,Yes,254750
11838,8,2001,1788,2,3,Yes,236500
11885,8,2001,1872,3.5,3,Yes,261500
11050,9,2000,2153,3.5,3,Yes,313000
8749,7,2002,1725,2.5,3,No,198500
11250,7,2001,1870,2.5,3,No,211000
15750,8,1999,1513,3,2,Yes,220000
11883,7,1996,1504,3,3,Yes,203000
12782,8,2002,1828,3,3,Yes,279500
8750,7,1997,1417,3,3,Yes,210000
9375,7,1997,2034,3.5,3,No,219500
8750,7,1996,1716,2.5,2,Yes,191000
9100,7,2001,1212,2,3,No,178000
9750,7,2000,1630,2,3,Yes,213000
4435,6,2003,848,2,1,No,144000
4435,6,2003,848,2,1,No,140000
10200,8,2007,1602,3,3,Yes,293200
9313,7,2004,1728,2.5,3,No,190000
8487,7,2004,1500,2,3,No,190000
8633,6,2005,1476,3.5,3,No,173500
11069,6,2007,1396,2.5,3,Yes,170000
8777,4,1949,1126,2,2,No,108000
9937,5,1964,1486,2,3,No,167000
8877,4,1938,816,2,2,Yes,100000
7301,7,2003,1922,3,4,Yes,198500
7950,6,1977,1426,1.5,3,No,159500
10682,4,1960,1149,2,3,No,127000
7200,6,1976,1125,2,3,Yes,125000
13286,9,2007,1698,3,3,Yes,320000
3675,6,2005,1072,2,2,No,145500
9405,5,1947,698,1.5,2,No,118000
6410,4,1959,876,1,3,No,85000
11767,5,1950,1368,2,3,No,120000
8405,4,1945,1529,2,4,No,98000
4060,5,1922,864,1,2,No,99900
10206,3,1952,944,1,2,No,82000
10926,5,1959,1678,2,6,No,119900
11767,5,1956,1560,1,2,Yes,103500
8926,4,1956,960,1,3,No,112000
12354,6,1920,1196,1,3,No,110000
8212,5,1941,1298,1,3,Yes,122000
10998,5,1941,1604,2,3,No,117000
6300,5,1938,1268,1.5,3,Yes,160000
4500,5,1932,1520,1,3,No,159434
8400,2,1920,438,1,1,No,60000
9900,6,1940,1489,2,3,Yes,139500
15863,7,1920,3082,3.5,5,Yes,197000
5707,6,1935,1242,1.5,3,Yes,105000
7804,4,1928,1981,3,4,Yes,135000
8574,6,1916,1232,1,3,Yes,147500
6171,6,1925,1608,2.5,3,Yes,137450
7200,7,1936,1135,2,3,No,155000
7558,6,1928,1913,1.5,3,Yes,177000
6292,7,1928,1477,2.5,3,Yes,145000
7155,7,1918,1228,1,3,Yes,137000
10918,7,1926,2080,1.5,3,Yes,234000
13680,5,1940,1567,2.5,2,Yes,205000
7500,6,1942,1494,1,3,Yes,177500
9600,5,1940,1308,2.5,2,Yes,160000
14680,5,1960,1273,1,2,No,155000
13360,5,1921,964,2,2,No,163500
7681,5,1921,1343,1.5,3,Yes,154900
8145,7,1940,2480,2.5,5,Yes,205000
9100,5,1954,1112,2,2,Yes,144800
12000,7,1941,1564,1.5,3,Yes,174500
13339,6,1960,1561,3,3,Yes,193000
15600,5,1949,1523,3,3,Yes,158000
14000,6,1950,1152,1.5,3,Yes,158500
17500,6,1954,1906,2.5,3,Yes,224000
1733,6,1980,1032,1,2,Yes,115000
1488,6,1980,1229,2.5,2,Yes,137000
1612,6,1980,1229,1.5,2,Yes,121000
1300,6,1980,1229,1.5,2,Yes,124000
13607,6,1986,1982,3.5,3,Yes,208000
17597,7,1971,2365,3,3,Yes,315000
21695,6,1988,1680,3,3,Yes,222000
10690,5,1920,1344,1,3,No,147000
8660,5,1900,2168,2,5,No,123000
6402,5,1920,1192,1,3,No,78000
8470,3,1915,1526,1,2,No,85000
10200,4,1925,572,1,2,No,75000
3843,8,2007,1648,3.5,2,Yes,230000
21780,2,1910,810,1,1,No,57625
10125,8,2000,2052,2.5,3,Yes,251000
12822,7,2003,2149,2.5,1,Yes,239686
12118,7,2004,1710,2,3,Yes,240000
12209,6,2001,1961,3.5,3,Yes,215000
9750,6,1977,926,2,2,Yes,156450
9360,6,1977,1287,2.5,2,Yes,173000
10125,5,1977,1734,2,4,No,126000
9947,7,1990,1217,3,3,No,173000
11070,5,1991,1595,3,2,No,152000
14375,6,1958,1344,1.5,3,Yes,137500
215245,7,1965,2036,4,3,Yes,375000
12898,9,2007,1620,3,2,Yes,315500
13159,7,2009,1692,2.5,3,No,224500
13438,9,2008,2036,3,3,Yes,410000
14463,9,2008,1641,3,3,No,316500
8925,8,2007,1466,2,3,No,201000
11457,6,1988,1412,3,3,Yes,175000
9839,6,1980,2237,2.5,3,Yes,204000
14419,7,1987,1479,4.5,3,Yes,213500
6853,8,2001,1296,3,2,No,220000
9157,7,2003,2014,2.5,3,No,170000
14601,9,2006,1838,3,2,Yes,315000
12633,9,2007,1978,3,2,Yes,425000
12518,5,1968,1008,1,3,No,139500
21750,5,1960,1771,1,3,Yes,115000
4500,6,1998,1204,3,2,No,162000
4500,6,1999,1224,3,2,No,165000
1596,4,1973,988,2,2,No,91000
9858,5,1968,874,2,3,No,130000
1526,4,1970,630,2,1,No,86000
13383,5,1969,1404,2,3,Yes,160000
1477,4,1970,630,2,1,No,80000
1533,4,1970,1344,1.5,3,Yes,97000
2217,4,1970,1092,1.5,3,No,88000
7689,5,1972,796,1.5,2,No,131900
7706,6,1993,1091,1.5,2,No,131250
9101,5,1978,1110,2,1,Yes,165500
8780,5,1985,833,2,3,No,112000
7669,5,1992,883,2,2,Yes,149000
14115,5,1993,1362,2.5,1,No,143000
10429,5,1992,1287,1.5,3,No,130000
9819,6,1977,1567,3,2,Yes,196000
10457,5,1969,1632,1.5,4,Yes,173000
11029,6,1958,1414,2,3,Yes,176500
12925,6,1970,2117,2.5,4,Yes,237500
11075,6,1969,2112,2.5,4,Yes,206900
8702,6,1997,1604,2.5,3,Yes,187500
8139,6,1995,1470,2.5,3,Yes,165000
9535,6,1998,1604,2.5,3,No,195500
9042,6,1998,1638,3.5,3,Yes,192000
15038,6,1996,1636,2.5,3,Yes,173000
14137,5,1996,1384,3,3,No,177900
21872,7,1996,1446,3,3,Yes,175000
4923,8,2001,1593,2.5,0,Yes,286000
6264,8,1997,1682,2.5,1,Yes,247900
5395,8,1993,1337,3,2,Yes,180000
5070,8,1992,1280,2,2,No,180000
10839,6,1997,1604,2.5,3,Yes,181000
11184,6,1998,1633,2.5,3,Yes,183000
8000,6,1995,1658,3.5,3,Yes,188000
10832,7,1994,1895,2.5,3,Yes,194500
14067,6,1991,1709,3.5,3,No,185000
4671,8,1988,1228,3,2,Yes,189000
5950,8,1989,1337,3,2,Yes,188500
13543,8,2005,2500,3.5,5,Yes,355000
11198,9,2005,2504,2.5,4,Yes,325000
15401,9,2004,1884,3,2,Yes,387000
31220,6,1952,1474,1,3,Yes,115000
8118,9,2007,1710,3,2,Yes,334000
47280,6,1950,1488,2.5,3,Yes,133000
20544,7,1986,2093,2.5,3,Yes,215000
12680,7,1988,1688,3,2,Yes,226500
12090,6,1981,1422,2,3,Yes,175500
10825,7,1983,1260,3,3,No,181900
18559,7,1978,2064,3,3,Yes,235000
14450,7,1979,1782,2.5,3,Yes,220000
12227,6,1977,2872,3.5,4,Yes,272000
13068,6,1976,1211,3,3,Yes,161000
15611,5,1977,1126,2.5,3,No,175000
10400,7,1980,2044,2.5,3,Yes,185000
9743,5,1969,1308,1.5,3,No,146900
12511,7,1978,2840,3,4,Yes,292500
11361,6,1976,1523,2.5,3,Yes,180000
10400,6,1976,1444,2,2,Yes,159900
10480,7,1976,1964,2.5,4,Yes,205000
10000,5,1973,1178,2,3,Yes,157000
14311,8,1996,2340,3.5,4,Yes,306000
9000,5,1974,1792,3,4,No,133000
9750,6,1969,1054,2.5,3,No,151000
10295,4,1969,936,1,2,No,111900
7560,5,1971,864,2,3,No,123000
12735,4,1972,864,1,3,No,111250
4060,6,1998,1337,3,2,No,181000
1680,6,1973,987,2,2,No,103400
1680,6,1973,987,2.5,2,No,100000
1890,6,1972,987,1.5,2,No,100500
1869,6,1970,987,1.5,2,No,106000
1680,6,1971,987,1.5,2,No,85400
1680,6,1971,987,1.5,2,No,89500
1680,5,1972,1302,2.5,3,No,111750
4043,6,1977,1069,2,2,No,140000
2308,6,1975,1456,2.5,4,No,143000
2529,7,1977,1055,2,2,No,148500
9477,5,1966,892,1,3,No,110000
12444,8,2008,1932,3,2,Yes,394617
12474,10,2007,2332,3.5,3,Yes,426000
14803,10,2007,2084,3,2,Yes,385000
14948,9,2008,2713,3.5,3,Yes,446261
12704,8,2007,1582,3,3,No,317500
13891,8,2007,1710,3,2,Yes,372402
13693,8,2007,2464,3.5,4,Yes,417500
14418,9,2007,1950,3,2,Yes,383000
13418,9,2006,2748,3.5,4,Yes,390000
12539,10,2005,2790,3.5,4,Yes,460000
12151,9,2005,2331,3.5,3,Yes,379000
8899,8,2007,2088,2.5,4,Yes,250000
10574,8,2004,2332,3.5,4,Yes,316000
12720,10,2003,2470,3.5,1,Yes,615000
13688,9,2003,2668,3.5,3,Yes,412500
10625,7,2003,2046,3.5,3,Yes,284000
10845,8,2003,1575,3,2,Yes,284000
16900,8,2001,2649,3.5,4,Yes,421250
16451,8,2003,2690,2.5,4,Yes,370000
10110,9,2008,1866,3,2,Yes,336860
8769,9,2008,1702,2.5,1,Yes,367294
12304,7,2005,1367,2,2,Yes,192000
12677,8,2003,1518,1.5,1,Yes,274000
8849,9,2005,1684,2,2,Yes,266000
8232,9,2007,1800,3,2,Yes,370967
6240,8,2006,1342,3,2,Yes,234250
6240,8,2006,1342,2,2,Yes,219500
2448,7,2003,1626,2.5,2,No,155000
2448,7,2003,1626,3.5,2,No,154000
8198,7,2004,1358,3,2,Yes,207000
3940,7,2003,1455,3,2,Yes,195000
3940,7,2004,1576,3,2,Yes,219990
3182,7,2005,1504,2,2,Yes,191000
3182,7,2007,1266,2,2,Yes,159895
3710,7,2007,1246,2,2,Yes,187687
9024,6,2004,1515,2.5,3,Yes,179000
7415,6,2004,1593,3.5,3,Yes,193000
9587,7,2005,1166,3,2,No,190000
8029,6,2005,1456,2.5,3,No,176000
8010,7,2002,1720,2.5,3,Yes,188000
8396,7,2003,1986,2.5,4,Yes,213000
7301,7,2007,1358,3,2,Yes,217300
10261,6,2000,1792,3.5,3,Yes,186500
8220,7,2000,1892,2.5,3,Yes,226750
15384,7,2004,1490,3.5,3,Yes,184000
7750,7,2002,1414,2.5,3,Yes,176000
12460,7,1999,2322,2.5,4,Yes,225000
8390,7,1999,1651,2.5,3,Yes,185900
9660,8,1997,2199,2.5,3,Yes,284500
9200,8,1998,2630,3.5,4,Yes,315000
14260,8,2000,2198,3.5,4,Yes,250000
11000,9,2000,2172,2.5,4,Yes,291000
11675,8,1998,2006,3,2,Yes,350000
10990,7,1996,2125,3.5,4,Yes,279500
11929,8,1995,2501,2.5,4,Yes,290000
10437,8,1995,2113,3.5,2,Yes,350000
10542,7,1993,2418,3.5,3,Yes,341000
10010,7,1993,2197,3.5,4,Yes,287500
10944,7,1994,2127,3.5,3,Yes,271000
14303,8,1994,1987,3,2,Yes,301500
11932,8,2007,1580,2,3,No,235128
14598,6,2007,1933,2.5,4,Yes,214000
11957,8,2006,1574,2,3,Yes,232000
13253,7,2006,1578,3,3,Yes,240000
14587,9,2008,1506,2,2,Yes,264132
10206,8,2007,1563,2,3,Yes,245000
12274,7,2008,1428,2,3,No,227680
9801,8,2007,1861,3,3,Yes,257000
9428,8,2007,1874,3.5,3,Yes,297900
10037,8,2006,1460,2,3,Yes,247000
8640,8,2007,1372,2,3,No,212700
8640,7,2007,1372,2,3,No,250580
11639,7,2007,1428,2,3,No,182000
9803,7,2005,1768,2.5,3,No,226700
9375,8,2003,1992,2.5,3,Yes,250000
10625,7,2005,1958,2.5,3,Yes,250000
10800,8,2007,2078,3.5,3,Yes,339750
8125,7,2007,1665,2.5,3,No,205950
10625,8,2007,1660,2,3,Yes,256000
7500,7,2007,1218,3,2,No,230348
8791,6,2003,1728,2.5,3,No,207500
7500,7,2004,1080,2,3,No,141000
10110,6,2003,1696,3.5,3,No,188000
12774,7,2003,1663,2.5,3,No,192500
13072,6,2005,1175,2,3,No,146000
13695,5,2004,1114,2.5,3,No,159000
13695,6,2003,1114,2,3,No,155000
8366,6,2004,1640,2.5,3,No,173000
9260,7,2007,1162,2,3,No,170000
8453,6,1995,1609,2.5,3,No,182000
8480,6,1993,1680,3,3,No,163000
8125,6,1994,1679,3,3,Yes,193500
14565,7,1994,1657,2.5,3,No,189000
8450,6,2001,1677,3.5,3,No,190500
8285,7,1992,1737,3,3,No,175000
7153,6,1991,1294,3,3,No,179200
9291,6,1993,1710,2.5,3,No,187000
8012,6,1993,1617,3,2,Yes,193000
7892,6,1993,1199,2,2,No,153900
9100,5,1963,984,2,3,Yes,128000
12968,5,1962,912,2,2,No,144000
8100,5,1961,864,2,3,Yes,135000
8450,5,1968,890,2,3,No,115000
6360,5,1963,864,1,3,No,119916
6768,6,1961,912,2.5,3,No,142000
19508,6,1974,1430,2.5,3,Yes,192000
10759,5,1972,1641,2,4,Yes,140000
9205,6,1990,2683,3.5,4,Yes,290000
11025,9,1993,2786,3.5,4,Yes,372500
4282,7,2004,1391,2,2,No,196000
4017,7,2006,1250,2.5,2,No,171900
3435,7,2004,1245,2,1,No,178000
3180,6,2005,1200,3.5,2,No,165000
3180,7,2007,1392,2,2,No,146000
3604,7,2007,1392,2,2,No,146000
2280,7,1999,1501,2.5,3,No,179400
2280,6,1999,1549,3.5,3,No,172900
4765,9,2000,1638,3,2,Yes,300000
4538,9,2001,1310,2.5,1,Yes,285000
4385,9,2001,1419,2.5,2,Yes,290000
4109,9,1999,1557,3,2,Yes,305000
5119,9,1999,1709,3,2,Yes,328900
2160,7,1999,1252,3.5,2,No,160000
2160,7,1999,1404,3.5,3,No,170000
10646,7,2001,1789,3.5,3,Yes,223000
2645,8,1999,1586,3.5,3,No,170000
2645,8,1999,1607,3.5,3,No,200000
3951,10,1998,2393,3.5,2,Yes,345000
14963,8,1996,1288,2.5,1,Yes,245500
11064,8,1995,1239,2.5,1,Yes,217500
10846,8,1993,1719,3.5,1,Yes,324000
11120,6,1984,1232,2,3,No,162500
24572,9,1977,2944,3,3,Yes,150000
16280,8,1976,1671,4,3,Yes,290000
7500,7,2002,1812,2.5,3,Yes,205000
10400,7,1970,1682,2,3,Yes,174000
11104,6,1969,1427,2.5,4,No,183000
11050,6,1968,1740,1.5,4,Yes,150000
11040,6,1971,1258,2.5,3,No,145000
15387,7,1967,1620,2,4,Yes,215000
9750,5,1965,1625,2,4,No,140500
10800,6,1974,2614,2.5,4,Yes,240000
8814,5,1968,1464,1.5,4,No,141000
8872,5,1965,912,2,2,No,147000
8125,5,1965,925,2,3,No,135000
11072,5,1965,1728,2,6,No,145000
13101,5,1965,1728,2,6,No,142600
9246,5,1973,1656,2,4,No,135000
13355,7,1971,1670,1.5,4,No,170000
8963,8,1976,2715,4,4,Yes,299800
9120,6,1974,1876,2.5,4,Yes,185000
9130,6,1966,1632,2,4,No,173000
12122,7,1961,999,2,3,No,178400
9900,7,1968,1978,2.5,4,Yes,176000
7785,5,1956,1014,1,2,No,98000
8593,4,1957,907,1,3,No,109008
8475,4,1956,952,1,2,No,135750
8700,5,1963,1128,3,3,No,155000
10175,6,1964,1425,2,3,Yes,180500
9020,6,1966,1165,2.5,3,No,174900
9200,6,1965,1136,2,3,Yes,140000
8250,6,1964,1092,2,3,No,145000
9350,5,1965,1265,2.5,3,Yes,179900
9020,6,1964,1350,2.5,3,No,168500
9900,5,1961,1114,2,3,No,140000
10007,5,1959,1053,2.5,3,No,145500
10721,6,1959,1252,1,3,No,142000
12493,4,1960,1100,2,3,Yes,141000
11332,5,1960,1118,2,3,No,153000
6627,3,1949,720,1,2,No,72500
4130,3,1935,729,1,2,No,52000
7420,5,1939,1077,2,2,Yes,118000
4882,4,1937,906,1,2,No,87000
9600,5,1960,1496,2,3,No,141500
9600,6,1950,1252,1,3,No,119000
9600,5,1950,1337,2,3,Yes,141500
9600,6,1955,1661,2,3,Yes,165500
7584,5,1953,1036,1,3,No,112900
13700,7,1965,1820,2,4,Yes,201800
10197,6,1961,1362,2.5,3,Yes,163000
7875,5,1961,1144,2,3,No,139950
8400,6,1962,1537,2.5,3,Yes,174000
9150,6,1962,1431,1.5,3,Yes,165000
14670,6,1966,1988,2.5,4,Yes,227000
7390,5,1955,1098,2,3,No,135000
9204,5,1963,1144,2.5,3,No,124000
7763,5,1962,1283,2,3,No,140000
8856,5,1957,1176,2,3,Yes,136500
9840,5,1959,1440,3,2,No,185000
9120,6,1958,1261,2,3,Yes,163000
13200,6,1958,1570,2,3,Yes,166800
9000,6,1956,1196,2,2,Yes,139000
11900,6,1957,1392,2.5,3,Yes,166000
9464,6,1958,1080,1,3,No,136000
10425,5,1956,1104,2,3,No,133000
11556,5,1952,882,2,2,No,116000
9373,5,1953,1152,1.5,3,No,137500
12774,5,1953,950,1,2,No,130000
14250,6,1957,1790,2,3,Yes,180000
7350,5,1951,952,2,2,No,139000
7677,5,1953,773,1,2,No,110000
8838,5,1957,1764,2.5,4,Yes,100000
8480,5,1947,1216,1,2,No,118500
12436,5,1957,1824,2,5,No,146000
10122,4,1948,869,1,1,No,89900
7506,5,1925,1159,1,3,No,114000
10930,5,1945,1558,2.5,3,Yes,140000
5400,4,1940,672,1,2,No,86900
10836,5,1922,1436,1.5,3,Yes,139000
10800,4,1900,1294,2,3,No,106250
9247,6,1962,1716,1.5,4,Yes,171000
10180,5,1968,1044,2,3,Yes,139000
11355,7,1958,1312,1.5,3,Yes,186000
10920,6,1960,1253,2.5,2,Yes,157000
12929,6,1960,1081,2,3,No,148000
27650,7,1960,2069,3,4,Yes,242000
8892,5,1953,910,1,3,No,116000
7200,5,1951,876,1,2,Yes,94000
7200,5,1950,1048,1,3,No,98300
7910,5,1960,1507,2,4,No,127000
8000,5,1959,1256,2.5,3,No,159000
8000,5,1962,1027,1.5,3,No,125900
7931,5,1960,1269,1.5,3,Yes,155000
8064,6,1948,1320,2,3,No,138000
6390,6,1954,984,2,2,No,112500
7227,6,1954,832,1,2,No,105500
7200,6,1954,1278,1,4,No,127500
8513,5,1961,1800,2,6,No,130000
7200,5,1955,1588,1.5,3,No,150000
7200,5,1954,825,1.5,2,No,109500
7056,6,1963,1796,2.5,4,Yes,140000
